,index,thinker_1,thinker_2,link
11250,8951,Carlos Pezoa Véliz,William Tilbury Fox,0
11251,3849,Alice Munro,Sandra Novack,1
11252,18713,Zeno of Elea,R. G. Collingwood,0
11253,9398,Robert Bloch,Danilo Ki,0
11254,22371,Jules Verne,Cornelius Van Til,0
11255,23092,Friedrich Engels,Joan Glass,0
11256,5209,Günter Grass,John Irving,1
11257,17190,Sigmund Freud,Chris Claremont,0
11258,26091,George Calinescu,Ion Negoitescu,1
11259,8906,Doris Lessing,Salimuzzaman Siddiqui,0
11260,12963,Yvonne Rainer,Peter Campus,1
11261,17200,Rousas John Rushdoony,Jean-Baptiste Wicar,0
11262,8679,Jorge Luis Borges,Salman Rushdie,1
11263,18241,Theodor W. Adorno,Umberto Eco,1
11264,2405,Ambrose Bierce,Jim Lync,0
11265,8759,Socrates,Hildegard of Bingen,0
11266,15666,Emmanuel Levinas,Judith Butler,1
11267,27062,Gyula Illyés,Attila József,1
11268,3428,Kyriakos Charalambides,John Newport Langley,0
11269,2816,Jack Smit,Cas Wouters,0
11270,21706,George Bernard Shaw,John Steinbeck,0
11271,4749,Jacques Lacan,Louis Althusser,1
11272,8161,Doris Lessing,Joanna Russ,1
11273,10037,Stanley G. Weinbaum,Christopher Hills,0
11274,9414,Jack Williamson,JoFF Rae,0
11275,464,M. R. James,Ramsey Campbell,1
11276,3264,Sandra Tsing Loh,Antonella Gambotto-Burke,1
11277,2911,Giovanni Pico della Mirandola,Christoffer Wilhelm Eckersberg,0
11278,3007,Samuel Alexander,John Anderso,1
11279,20540,Preston Sturges,Jason Smilovic,1
11280,14502,Joe R. Lansdale,Norman Partridge,1
11281,1600,Arthur Quiller-Couch,Alistair Cooke,1
11282,26080,Sherwood Anderson,Daffy Duck,0
11283,26776,John Rubens Smith,John Sinclair,0
11284,23477,Philip K. Dick,James Blaylock,1
11285,18940,Giovanni Gentile,Jackie Gleason,0
11286,19584,George Sand,Jules Verne,1
11287,19882,D. H. Lawrence,Dennis Lehane,0
11288,11081,Heraclitus,Plato,1
11289,25413,Maya Deren,John Zorn,0
11290,22184,W. S. Gilbert,Oscar Hammerstein II,1
11291,2656,Roger Zelazny,David Nash,0
11292,2697,Honoré de Balzac,Émile Zola,1
11293,25548,Mencius,Zhu Xi,1
11294,18340,M. R. James,E. F. Benson,1
11295,16197,Raoul Schrott,Stan Brakhage,0
11296,2469,G. K. Chesterton,Porphyry,0
11297,6376,Steve Martin,Rob Paravonian,1
11298,19683,Albert W. Tucker,David Gale,1
11299,5830,David Horowitz,Keli Carender,1
11300,22971,Cormac McCarthy,William Nack,1
11301,24394,Mohandas Karamchand Gandhi,Romain Rolland,1
11302,21279,Oscar Wilde,Joe Feddersen,0
11303,21579,Dante Alighieri,Lewis Black,0
11304,13378,Sigmund Freud,Eric Berne,1
11305,18418,Lucretius,Paul-Émile Borduas,0
11306,27059,Benedetto Croce,John Waters,0
11307,12384,E. B. White,Kate Klise,1
11308,24457,Mirza Ghalib,Mir Tanha Yousafi,1
11309,18691,Augustin Pyramus de Candolle,Alphonse Pyramus de Candolle,1
11310,22271,Zeno of Citium,Colin Galbraith,0
11311,8473,Adalbert Stifter,William M. Bass,0
11312,23562,Edgar Rice Burroughs,Héctor Lavoe,0
11313,2879,Jay-Z,Louie Torrellas,1
11314,10378,Jackson Pollock,Helen Frankenthaler,1
11315,20292,Karl Marx,Tracy Morgan,0
11316,10988,Mohandas Karamchand Gandhi,Kuvempu,1
11317,13444,Emanuel Swedenborg,Jorge Luis Borges,1
11318,27596,Jake and Dinos Chapman,Polly Morgan,1
11319,6329,Victor Hugo,Friedrich Adolf Trendelenburg,0
11320,17384,William Golding,John Koethe,0
11321,19984,Rod Serling,Frank Zappa,0
11322,14418,Johannes Scotus Eriugena,Oscar E. Berninghaus,0
11323,22982,Immanuel Kant,Alejandro Korn,1
11324,20448,Constantin Daniel Stahi,Maria Rusescu,1
11325,20049,Nicolas Louis de Lacaille,Jean Sylvain Bailly,1
11326,23709,Voltaire,Italo Calvino,1
11327,21017,Johann Gottlieb Fichte,Joseph de Maistre,0
11328,18484,Cleon Skousen,Russell Pearce,1
11329,16799,Harold Lloyd,Fernando González,0
11330,14346,Jack London,Rosalind Hursthouse,0
11331,11470,Immanuel Kant,Adrienne Rich,0
11332,4225,Philip K. Dick,Buddy Hackett,0
11333,4934,Sherwood Anderson,John Steinbeck,1
11334,7763,Gottfried Leibniz,Val,1
11335,8664,Epicurus,J. Gwyn Griffiths,0
11336,3675,Robert Browning,Santa Rita Durão,0
11337,3307,John Dewey,Joe L. Kincheloe,1
11338,11059,William F. Buckley Jr.,George Will,1
11339,1217,William Faulkner,Rudi eligo,1
11340,11002,William Faulkner,Carlo Wolff,1
11341,24941,Marcel Proust,Mihail Sebastian,1
11342,855,Lenny Bruce,Callimachus,0
11343,1208,Robert Bloch,John Davidso,0
11344,20510,Ahmad Shamlou,Hamid Dabashi,1
11345,10308,Mort Sahl,Ellen DeGeneres,0
11346,3645,Robert Browning,Gustave Moreau,0
11347,9937,Richard Harding Davis,Jacob Taubes,0
11348,3633,Graham Greene,Tony Cohan,1
11349,8314,Anselm of Canterbury    1,Cyril Power,0
11350,21377,Otto Weininger,Galenskaparna och After Shave,0
11351,5822,Charles Scott Sherrington,Fernão Mendes Pinto,0
11352,6730,T. H. White,Mastoureh Ardalan,0
11353,16622,Frank Lloyd Wright,Robert William,1
11354,149,Pythagoras,Thomas Merton,0
11355,13820,William S. Burroughs,Steph Swainston,1
11356,27239,Willard Van Orman Quine,Lorenzo Peña,1
11357,14875,Kostas Axelos,Natalie Holland,0
11358,14868,Nikolai Gogol,William Cobbett,0
11359,20990,Evelyn Waugh,Douglas Coupland,1
11360,19818,Maurice Maeterlinck,Constantin Stanislavski,1
11361,26115,Giacomo Leopardi,Eugenio Montale,1
11362,25037,Virgil,Ludovico Ariosto,1
11363,11585,Johann Wolfgang von Goethe,Raoul Schrott,1
11364,18471,D. H. Lawrence,Yilmaz Onay,0
11365,11752,David Markson,Juan Boria,0
11366,27597,Charlotte Brontë,Raymond K. Wong,0
11367,22687,Jonathan Swift,Otto Weininger,0
11368,4026,Vladimir Nabokov,Orhan Pamuk,1
11369,10968,Pablo Neruda,Isaías D'Oleo Ochoa,1
11370,18020,George Carlin,Christopher d'Amboise,0
11371,5143,Lord Byron,Ivan Turgenev,1
11372,5706,Karl Jaspers,Salama Moussa,0
11373,28898,Jilly Cooper,Tyne O'Connell,1
11374,23521,Bram Stoker,Ray Combs,0
11375,27274,John Donne,Dennis William Sciama,0
11376,28075,Thomas Mann,György Lukács,1
11377,3953,Johnny Carson,Kalidasa,0
11378,281,Henri Matisse,Francis Picabia,1
11379,3322,John Norman,Sharon Green,1
11380,3952,Franz Unger,Chris Kuzneski,0
11381,19217,Lenny Bruce,Russell Brand,1
11382,14238,Moms Mabley,Whoopi Goldberg,1
11383,26587,Harry Browne,Stefan Molyneux,1
11384,13226,Thomas Browne,Euripides,0
11385,25312,Greg Fleet,Adam Hills,1
11386,14649,Albert Camus,Mario Javier Saban,0
11387,17982,Robert Browning,Pierre Duhem,0
11388,21863,Joaquim Maria Machado de Assis,George Abraham Grierson,0
11389,11062,Alfred North Whitehead,Graham Harman,1
11390,24726,Don Rickles,Paul Ricur,0
11391,26967,John Colet,Hans Reichenbach,0
11392,21817,Lucretius,Noel Rockmore,0
11393,14855,Ernst Mach,Moritz Schlick,1
11394,1390,Immanuel Kant,Rudolf Carnap,1
11395,22306,Rudyard Kipling,Alexander Posey,1
11396,4436,Epicurus,John Lennon,0
11397,1267,William Lethaby,Thomas Derric,1
11398,140,Allan Bloom,Tony Hoare,0
11399,27249,Vladimir Solovyo,Nikolai Berdyaev,1
11400,25007,Vladimir Nabokov,Franco Basaglia,0
11401,13429,Charles Dickens,George Orwell,1
11402,1472,Robert W. Chambers,Petar II Petrovic-Njego,0
11403,10962,Anton Mauve,Theodor W. Adorno,0
11404,18240,Bill Bryson,Çagdas Çetinkaya,1
11405,1391,H. P. Lovecraft,David A. Hargrave,1
11406,12819,Alexandre Dumas,Juraj Cervenák,0
11407,5952,Samuel P. Huntington,Porphyry,0
11408,13588,Marshall McLuhan,J. G. Ballard,1
11409,15937,Charles Scott Sherrington,Fernão Lopes de Castanheda,0
11410,730,Honoré de Balzac,Émile Zola,1
11411,8817,Alexander Herzen,Jovan Sterija Popovic,0
11412,11789,Allen Ginsberg,Paul McCartney,1
11413,25137,David Hume,Win Pe Myint,0
11414,14075,Thomas Hart Bento,Nancy Nicholson,0
11415,20579,Robert Koch,André Chantemesse,1
11416,23931,Jean-Paul Sartre,Peter Carruther,0
11417,9174,Alexandre Kojève,Julian Tuwim,0
11418,17062,Joseph Heller,Anna Akhmatova,0
11419,23963,Thomas Browne,Ziauddin Ahmed,0
11420,24780,Plato,Ibn Kathir,0
11421,19432,Alfred Cort Haddon,W. H. R. Rivers,1
11422,20750,Isaac Asimov,Geoffrey A. Landis,1
11423,7084,Vladimir Nabokov,Donald E. Westlake,0
11424,23333,Edgar Rice Burroughs,Su Shi,0
11425,13166,Gilles Deleuze,Richard J. F. Day,1
11426,19197,Jean-Paul Sartre,John Wishart,0
11427,11903,William S. Burroughs,Brian Eno,1
11428,24080,Dennis Miller,Robert Mac,1
11429,19474,John Davidso,Broken Lizard,0
11430,18877,Eric Berne,Tony Hillerman,0
11431,15716,Donald Goines,Ghostface Killah,1
11432,2779,M. R. James,Anton Vodnik,0
11433,5590,Franz Kafka,Nancy Mitford,0
11434,18960,Geoffrey Chaucer,Seamus Heaney,1
11435,182,Robert Smithson,Richard Serra,1
11436,28624,Robert W. Chambers,Robert Williams,0
11437,12567,Kostas Axelos,Malcolm McLaren,0
11438,9450,Alfred North Whitehead,Eric Voegelin,1
11439,5260,Tom Thomson,Franklin Carmichael,1
11440,5931,Averroes,Giordano Bruno,1
11441,21332,Veno Taufer,Drago Jancar,1
11442,13289,John Irving,Weston Ochse,1
11443,26440,Carlos Pezoa Véliz,Michael Mann,0
11444,4684,Karl Marx,Alfred Russel Wallace,0
11445,2362,Augustine of Hippo,Eric Voegelin,1
11446,12047,James Thurber,Ferdinand Ritter von Hebra,0
11447,19052,Julia de Burgos,Giannina Braschi,1
11448,1180,John Fante,Panteleimon Kulish,0
11449,20100,John Locke,New algebra,0
11450,7739,Robert Crais,Johann Gottlieb Fichte,0
11451,5779,Anne Carson,Jonah Bokaer,1
11452,21210,Mavis Gallant,Norman Ollestad,1
11453,13292,Tristan Tzara,Brothers Hildebrandt,0
11454,18267,Rowan Atkinson,Adrian Edmondson,1
11455,12942,Nichita Stanescu,Mircea Cartarescu,1
11456,21309,Henri Matisse,Francis Picabia,1
11457,19866,F. H. Bradley,Petronius,0
11458,17895,Raymond Chandler,Colin Dexter,1
11459,4799,Günter Grass,Henry Cavendish,0
11460,15946,Friedrich Heinrich Jacobi,Natsume Soseki,0
11461,2538,Henry David Thoreau,Janet Frame,1
11462,13752,Virginia Woolf,Bernard Benstock,1
11463,17498,Don Rickles,Paul Ricur,0
11464,25570,Harlan Ellison,Upasni Maharaj,0
11465,24224,George Boole,Ryunosuke Akutagawa,0
11466,2759,Richard Pryor,Jack Whitehall,0
11467,24235,Jorge Luis Borges,Matt Hanson,1
11468,21992,Arthur Schopenhauer,Joris-Karl Huysmans,1
11469,23442,William March,Heraclitus,0
11470,22991,Friedrich Nietzsche,Raoul Vaneigem,1
11471,452,Richard Yate,Tao Lin,1
11472,25247,Jack London,Ed Subitzky,0
11473,23440,Samuel Beckett,Sandilyan,0
11474,18862,Jack Paar,Charles Henri Joseph Cordier,0
11475,13867,Friedrich Engels,Aristippus,0
11476,9465,D. H. Lawrence,Rivka,0
11477,10261,Stéphane Mallarmé,Frank O'Hara,1
11478,20517,John Colet,Max Beckmann,0
11479,27074,Arthur Schopenhauer,Stefan Molyneux,0
11480,15523,Thomas W. Hanshew,John Dickson Carr,1
11481,113,Friedrich Nietzsche,Maurice Blanchot,1
11482,3701,Virgil,Clifton Pugh,0
11483,13523,Mel Brooks,Andy Samberg,1
11484,25914,Traian Demetrescu,George Bacovia,1
11485,5302,Theodore Sturgeon,Gregory Crewdson,0
11486,18482,Charles Darwin,Thomas Henry Huxley,1
11487,10461,Rudyard Kipling,Edgar Rice Burroughs,1
11488,19159,Josiah Royce,Clarence Irving Lewis,1
11489,17980,Titu Maiorescu,Duiliu Zamfirescu,1
11490,9424,Georg Wilhelm Friedrich Hegel,Débora Arango,0
11491,14447,Johann Gottfried Herder,Jacob Isaakszoon van Ruisdael,0
11492,15263,Charlotte Brontë,John Hughlings Jackson,0
11493,23215,Mark Van Doren,Leon Dabo,0
11494,18742,Alhazen,John Dryden,0
11495,12143,David Markson,Donnie Yen,0
11496,15403,Grant Wood,Charles Wish,1
11497,7884,Charles Baudelaire,Stéphane Mallarmé,1
11498,16634,Htin Aung,Than Tun,1
11499,22282,Don Rickles,Edna O'Brien,0
11500,24210,Nathaniel Hawthorne,Çagdas Çetinkaya,1
11501,3604,Nikolai Gogol,Ed Pegg Jr.,0
11502,4134,Immanuel Kant,Fernando Gonzále,1
11503,14399,Richard Evans Schultes,Arthur Lester Benton,0
11504,8798,Georg Wilhelm Friedrich Hegel,Max Stirner,1
11505,16644,Joe Meek,Kenny Everett,1
11506,1415,Liviu Rebreanu,Panteleimon Kulish,0
11507,13823,Lucretius,Bob Hal,0
11508,11845,R. D. Blackmore,David Deutsch,0
11509,20679,Roger Penrose,Stacey Richter,0
11510,25996,Bronislaw Malinowski,Ernest Gellner,1
11511,3642,John Locke,John Rawls,1
11512,13255,Samuel Richardson,Anita Mui,0
11513,444,Ovid,Emily Brontë,0
11514,3020,John Locke,Liu Junning,1
11515,1951,Jack Smit,Stephen Baxter,0
11516,24603,Marshall McLuhan,Bettie Page,0
11517,14798,Michelangelo,Boaz Vaadia,1
11518,3901,Idries Shah,Robert E. Ornstein,1
11519,15051,Joseph de Maistre,Cas Wouters,0
11520,23904,Charles Lyell,Joshua Chamberlain,0
11521,19117,Robert W. Chambers,Poh Siew Wah,0
11522,17807,Anton Chekhov,Aleksandr Kuprin,1
11523,6988,Harlan Ellison,Joseph André Cellony,0
11524,11808,Charles-François Daubigny,David Malet Armstrong,0
11525,15459,Johnny Carson,Kalidasa,0
11526,1866,David Hume,Samuel Johnson,0
11527,25979,Charles Grafton Page,Lewis Black,0
11528,24024,Thomas Henry Huxley,Kim Newman,0
11529,15122,Henri Matisse,Carolyn Kreiter-Foronda,1
11530,15334,Eugen Bleuler,Jakob Klaesi,1
11531,5816,Raymond Chandler,Colin Dexter,1
11532,19018,Mort Sahl,Glen Cook,0
11533,9580,David Markson,Alexander Laurence,1
11534,22249,Seán O'Casey,John Millington Synge,1
11535,20401,Robert A. Heinlein,Dean Koontz,1
11536,9573,John Locke,Moses Mendelssohn,1
11537,7544,Dante Alighieri,Olavo Bilac,0
11538,24714,George Carlin,Ron White,1
11539,20188,Thomas M. Disch,China Miéville,1
11540,1045,Pythagoras,Étienne Souriau,0
11541,583,Rousas John Rushdoony,Elise Primavera,0
11542,13598,Giordano Bruno,Gottfried Leibniz,1
11543,317,Saul Bellow,Steph Swainston,0
11544,936,Charles-François Daubigny,Germaine Greer,0
11545,23497,Alexandre Kojève,Fereydoon Motamed,0
11546,11696,Jean-Paul Sartre,James Ensor,0
11547,7033,Edgar Allan Poe,H. P. Lovecraft,1
11548,9271,Josiah Warren,Ronald Gow,0
11549,19265,Dick Gregory,Jan Evangelista Purkyne,0
11550,25143,Richard Matheson,William Hazlitt,0
11551,29058,Emanuel Swedenborg,William Blake,1
11552,25418,James Branch Cabell,James Blish,1
11553,19062,Boethius,Phyllis Seckler,0
11554,3688,Charles Alston,Victor Ernest Shelford,0
11555,10588,Immanuel Kant,Jean Piaget,1
11556,16926,Leo Strauss,Väinö Linna,0
11557,5235,Niccolò Machiavelli,Sam Harri,0
11558,2477,Michael Connelly,Lee Child,1
11559,1875,Stéphane Mallarmé,Bolívar Echeverría,1
11560,28362,Ray Bradbury,Romare Bearden,0
11561,8185,Sigmund Freud,Jacques Ellul,0
11562,17178,David Hume,Annette Baier,1
11563,24122,Oton upancic,Alojz Rebula,1
11564,24156,Edwin Way Teale,Maurice Maeterlinck,1
11565,16703,Tobias Barreto,Castro Alves,1
11566,405,Robert A. Heinlein,Gregor Strnia,0
11567,27187,Posidonius,D.V. Narasa Raju,0
11568,25126,André Chénier,Alexander Pushkin,1
11569,22556,Lord Byron,John Clare,1
11570,1125,Ernie Kovacs,Pope Pius XII,0
11571,5575,Alfred Romer,Sherwood Washburn,1
11572,16382,Albert Camus,Richard Wrigh,1
11573,19516,Robert Nathan,Lloyd Kropp,1
11574,26573,William Faulkner,Paul Auster,1
11575,27926,Lysander Spooner,Benjamin Tucker,1
11576,26945,Victor Hugo,Joan Rivers,0
11577,24279,Allan Bloom,Howie Mandel,0
11578,16847,Karl Marx,Joseph Stalin,1
11579,21719,Georg Wilhelm Friedrich Hegel,Emil Fackenheim,1
11580,12974,Roy Ascott,Brian Eno,1
11581,5643,Henry James,Ronald Verlin Cassill,1
11582,20184,Walt Whitman,Allen Ginsberg,1
11583,7636,Cicero,Jeff Wall,0
11584,3348,Gian Lorenzo Bernini,Andrea Bolgi,1
11585,594,Mark Van Doren,Randy Chestnut,0
11586,23862,Donald Barthelme,Jacob M. Appel,1
11587,16732,Friedrich Albert Lange,Stefan Molyneux,0
11588,7409,Friedrich Albert Lange,Alfred Tozzer,0
11589,16530,Henry Lawson,Barbara Baynton,1
11590,13316,Montesquieu,Hans-Georg Gadamer,0
11591,5359,Adalbert Stifter,Samuel Wendell Williston,0
11592,473,Vladimir Nabokov,Gerard 't Hooft,0
11593,22356,Ray Bradbury,Jan van Eyck,0
11594,9858,Søren Kierkegaard,Muhammad al-Tijani,0
11595,27993,Marshall McLuhan,John Dawson,0
11596,19182,Karl Jaspers,Nerys Hughes,0
11597,10098,Pablo Picasso,Dick Bruna,1
11598,18826,Giovanni Pico della Mirandola,Flip Wilson,0
11599,25217,Paul Cézanne,Muddy Waters,0
11600,18362,Gregory Crewdson,Justine Kurland,1
11601,26515,William Montgomery McGovern,Indiana Jones,1
11602,6048,Giambattista Vico,Bill Viola,0
11603,26458,Paul Cézanne,Jerolim Mie,1
11604,10348,Jonathan Winters,Robin Williams,1
11605,20203,Kia Corthron,Rebecca Gilman,1
11606,26688,Anton Chekhov,Kazimierz Twardowski,0
11607,27601,Saul Bellow,Jason Manford,0
11608,15393,Charles Scott Sherrington,Fernão Lopes de Castanheda,0
11609,11033,C. S. Forester,Chris Claremont,1
11610,3045,Anton Mauve,William Petty,0
11611,5113,John Dos Passos,Donato Bramante,0
11612,14240,Walter Heitler,Linus Pauling,1
11613,24238,Luís de Camões,Basílio da Gama,0
11614,29003,Julian Coolidge,Michel Houellebecq,0
11615,28785,G. K. Chesterton,Steven Soderbergh,0
11616,2546,Muhammad Tahir,Allama Muhammad Idrees Dahiri,1
11617,7897,William Ross Ashby,Theodore Roethke,0
11618,7808,Edgar Rice Burroughs,Carter Revard,0
11619,20559,Aldous Huxley,John Kin,1
11620,10174,Paul Davies,Sara Maitland,1
11621,17864,Baruch Spinoza,Gottfried Kinkel,0
11622,17620,Adalbert Stifter,Muhammad Usman Damani,0
11623,28119,Baron d'Holbach,Adam Weishaupt,1
11624,19660,Alain Badiou,Nina Power,1
11625,26511,C. S. Lewis,James Rollins,1
11626,25735,Zeno of Citium,Maurice Maeterlinck,0
11627,7604,Thomas Henry Huxley,W. P. Kinsella,0
11628,15036,Georg Wilhelm Friedrich Hegel,Lorenzo Peña,1
11629,2720,George Bernard Shaw,Victor Conrad,0
11630,9943,Henri Matisse,Sarah Stein,1
11631,11548,H. G. Wells,Derek Benz,1
11632,28809,Friedrich Nietzsche,Max Horkheimer,1
11633,354,Gustave Flaubert,John Dos Passos,1
11634,10627,Søren Kierkegaard,Lewis H. Morgan,0
11635,11358,Ray Bradbury,Joseph Black,0
11636,21173,Joseph Conrad,E. M. Forster,1
11637,14404,René Descartes,Richard Popkin,1
11638,17629,Boethius,Nicolas Louis de Lacaille,0
11639,2135,Arthur Schopenhauer,Albert Einstein,1
11640,16692,Clark Ashton Smith,Bryce J. Stevens,1
11641,3162,Lloyd Alexander,Virgil Suárez,0
11642,27399,John Colet,Lenny Henry,0
11643,16016,Abul Kalam Azad,Israr Ahmed,1
11644,2153,Hugh Latimer Dryden,Paul C. Donnelly,1
11645,15027,Alice Munro,Miranda July,1
11646,25061,Jack Paar,Georg Brandes,0
11647,3332,Carlo Wolff,Scott Sigler,1
11648,21199,Roger Zelazny,Martin Luther King Jr.,0
11649,6504,Jens Peter Jacobsen,Stefan Zweig,1
11650,1424,Robert Louis Stevenson,Arthur Conan Doyle,1
11651,10522,Mark Tobey,Rob Paravonian,0
11652,12771,Cornelis de Bie,Arnold Houbraken,1
11653,1313,Brian O'Nolan,Paul Féval père,0
11654,11416,Poul Anderson,Robert Green,0
11655,9459,Jan Matulka,Dorothy Dehner,1
11656,11203,Marquis de Sade,Georges Bataille,1
11657,20287,Ambrose Bierce,Julia Robinson,0
11658,6,J. D. Salinger,Kevin Canty,1
11659,22850,Dick Gregory,Beverly Cleary,0
11660,12920,Leconte de Lisle,Geoffrey A. Landis,0
11661,2386,Paul Verlaine,Josip Murn Aleksandrov,1
11662,2885,Alexander Bain,John Stuart Mill,1
11663,1493,Theodore Sturgeon,Jacob L. Moreno,0
11664,19257,Antoine Béchamp,Louis Pasteur,1
11665,16770,Sherwood Anderson,Charles Bukowski,1
11666,18049,Jim Butcher,Meredith Holmes,1
11667,13981,Giambattista Vico,Samuel Taylor Coleridge,1
11668,27775,Samuel P. Huntington,Mirza Alakbar Sabir,0
11669,5448,Comte de Lautréamont,Henri Michaux,1
11670,25239,Charles Alston,Edith Stein,0
11671,6492,Michael Faraday,Joseph Henry,1
11672,10165,Jovan Rajic,Jovan Sterija Popovic,1
11673,6750,Roger Penrose,Giovanni Pico della Mirandola,0
11674,17502,John Millington Synge,Peig Sayers,1
11675,4839,Kannadasan,Snehan,1
11676,15319,Maxfield Parrish,Hannes Bok,1
11677,2797,Mario Szenessy,Enrique González,0
11678,23972,Karl Marx,Cornelius Castoriadis,1
11679,20422,Joaquim Maria Machado de Assis,V. K. Gokak,0
11680,12759,Martin Luther King Jr.,Mose Kalev,1
11681,8645,Pierre-Joseph Proudhon,Jack McDevitt,0
11682,8271,Edmund Husserl,Mao Zedong,0
11683,12615,Jorge Luis Borges,Paul the Apostle,0
11684,26384,Samuel Beckett,Thomas Bernhard,1
11685,27143,Chester Brown,Jhonen Vasquez,1
11686,20944,Plato,Lesya Ukrainka,1
11687,18091,Ludwig Wittgenstein,Ramón Xirau,1
11688,18145,Herbert Marcuse,Derek Walcott,0
11689,575,Franco Basaglia,Ivan Yefremov,0
11690,26077,Emily Brontë,Philip Roth,1
11691,23098,Gerard Manley Hopkins,Anthony Burgess,1
11692,4188,John W. Campbell,Jerry Pournelle,1
11693,24859,Bruno Schulz,Marcel Marceau,0
11694,7411,Robert Aickman,Olga Albizu,0
11695,26006,Marcel Proust,Roger Ebert,0
11696,17793,William Blake,Nancy Hopkin,0
11697,4625,Aristotle,Lucien Lévy-Bruhl,0
11698,12727,Samuel Beckett,Steven Millhauser,1
11699,26350,Pablo Picasso,Roger Ing,1
11700,7319,Herbert Marcuse,Dan Flavin,0
11701,27325,Toni Morrison,David Anthony Durham,1
11702,19373,John Locke,Jura,0
11703,26518,William Blake,John Lyo,0
11704,5452,John McLaughlin,Craig Kauffma,1
11705,3488,Helmuth Kulenkampff,Candace Bushnell,0
11706,19756,Proclus,Ravi Zacharias    1,0
11707,21434,Susan Cooper,Jennifer Brozek,1
11708,10453,Zeno of Citium,Mario Puzo,0
11709,2498,William S. Burroughs,Thomas Pynchon,1
11710,19039,Eadweard Muybridge,Frederic Remington,1
11711,10955,John Locke,Thomas Paine,1
11712,18639,Friedrich Heinrich Jacobi,George Metesky,0
11713,2028,Friedrich Adolf Trendelenburg,Jean-Michel Berthelot,0
11714,17592,John Locke,Robert H. Dicke,0
11715,28798,Roger Penrose,William Morris,0
11716,22063,Hugo Grotius,Yiannis Laouris,0
11717,23111,Theodore Sturgeon,J. R. R. Tolkien,0
11718,23517,Bernard Cornwell,Conn Iggulden,1
11719,28927,Giovanni Pico della Mirandola,Flip Wilson,0
11720,22021,Rod Serling,Richard Dawkins,0
11721,15913,Helmut Newton,Holly Randall,1
11722,5459,Albert Camus,Mohsin Hamid,1
11723,929,Jack Paar,Pat Buchanan,0
11724,10570,Ronald Fisher,W. D. Hamilton,1
11725,13036,Auguste Rodin,Rainer Maria Rilke,1
11726,1853,Voltaire,Karl Marx,1
11727,14167,Daphne du Maurier,Ma Jir Bo,0
11728,7705,Margaret Laurence,Ivana Brlic-Mauranic,0
11729,26122,Dave Chappelle,Jay De,1
11730,11706,Georg Wilhelm Friedrich Hegel,Nikolai Vavilov,0
11731,911,Arthur Schopenhauer,Pedro Luís Pereira de Sousa,0
11732,14703,Walt Stanchfield,Brad Bird,1
11733,14029,Yu Jim-yuen,Yuen Qiu,1
11734,18473,Akhtar Raza Khan,Kanthapuram A. P. Aboobacker Musalyar,1
11735,28944,Vladimir Nabokov,Nikolay Zlatovratsky,0
11736,8133,William F. Buckley Jr.,Paul Mooney,0
11737,3651,Ennio Flaiano,William Wyler,0
11738,18265,Tom of Finland,Andy Warhol,1
11739,3537,Charles Bukowski,Jon Smith,1
11740,17857,Arthur Conan Doyle,Kim Newman,1
11741,26648,Alexandru Macedonski,N. D. Cocea,1
11742,20008,Richard Matheson,Abdolkarim Soroush,0
11743,28644,Federico García Lorca,Clarissa Pinkola Estés,1
11744,10268,John Locke,George Campbel,1
11745,18907,Poul Anderson,Richard Doyle,0
11746,28761,Don Rickles,Joan Didion,0
11747,22652,Anton Chekhov,Nicanor Parra,0
11748,17680,Gordon Lish,Bob Dylan,0
11749,2146,Socrates,Allan Bloom,1
11750,18860,Edmund Burke,William Hazlitt,1
11751,763,Luís de Camões,Tristan Corbière,0
11752,12079,John Dos Passos,Stuart Hal,0
11753,5019,Franz Brentano,Mikhail Kryukov,0
11754,26890,William Faulkner,Jack Ketchum,1
11755,21453,Arda Denkel,Colin McGinn,1
11756,8572,Charles Scott Sherrington,Guillaume Budé,0
11757,10339,Socrates,Lucian,1
11758,21911,Richard Evans Schultes,Ion Minulescu,0
11759,12441,Alexander Herzen,Cleon Skousen,0
11760,17635,James Macpherson,Hart Crane,1
11761,2121,J. L. Austin,Judith Butler,1
11762,1891,Eric Berne,Tony Hillerman,0
11763,22750,Walter Scott,R. D. Blackmore,1
11764,23037,Tomás Carrasquilla,Fernando González,1
11765,24291,Richard Rodgers,Michael John LaChiusa,1
11766,7519,Novalis,Hermann Hesse,1
11767,15861,Allen Ginsberg,Robert Truax,0
11768,13463,Michael Jackson,Kenny Kwan,1
11769,18780,Benjamin Tucker,Robert Anton Wilson,1
11770,17125,Jack Kerouac,Stan Gooch,1
11771,27502,Rich Hall,Adam Hills,1
11772,9355,Charlotte Brontë,Raymond K. Wong,0
11773,8125,Heraclitus,Carl Sagan,0
11774,9854,Rudyard Kipling,Todd A. Fonseca,0
11775,19152,Graham Sutherland,Joan Glass,1
11776,9492,Plato,Thomas Hobbes,1
11777,26435,Rudyard Kipling,Jules Tannery,0
11778,10929,Florence Wyle,Christian Cardell Corbet,1
11779,10062,Cicero,Giambattista Vico,1
11780,18678,Harold Pinter,Vasily Vereshchagin,0
11781,22596,Anton Chekhov,J. D. Salinger,1
11782,10688,Ivan Turgenev,Alice Munro,1
11783,14572,Greg Fleet,Adam Hills,1
11784,20576,Edgar Rice Burroughs,Emmanuel Levinas,0
